,x,y,ap1,ap2,ap3,ap4,ap5,ap6,label
7366,1600,283,-61.20802063434057,-50.04464747304169,-44.69153636133659,-68.43601303928095,-56.137377386341754,-51.62934652077788,20.55
7367,1656,251,-54.583595156461584,-48.88375802253698,-44.21947008860866,-71.6245713501273,-54.79496088571914,-50.6153996028375,19.174
7370,1813,141,-58.58026496306284,-52.105792668179646,-34.98180369012695,-61.661681433803395,-51.22406241933075,-54.799969937582105,14.302
7371,1864,101,-63.649528578465876,-57.57633474896147,-26.813204369754573,-61.34216711632361,-55.27425155488885,-54.881369949587,12.506
7372,1824,152,-54.36556217622706,-59.27962773207595,-35.380387648742946,-58.96034799949324,-53.54312320768785,-57.59357916601903,14.896
7374,1743,251,-55.17467074691177,-55.447705013487266,-39.85730680484739,-61.156430567855395,-54.08741748261562,-54.922171728845974,19.522000000000002
7376,1652,343,-53.69591837738079,-49.66208423449974,-51.98667980137507,-51.71184929732087,-57.2912568927945,-62.57303685403487,23.758
7379,1510,472,-61.06311237911173,-52.56447682846243,-47.88505702375588,-53.01258126440998,-52.918660106350465,-53.75572476520364,29.64
7381,1393,525,-57.68968657721562,-50.08769493093414,-49.64931855575727,-50.88216214059375,-56.137866046286874,-55.74464074603938,31.822
7382,1334,550,-52.64486000430132,-50.002235563190226,-50.99223442861146,-52.799351662298726,-54.08346324407856,-55.22798970873585,32.836
7383,1271,558,-58.23054297601214,-48.12784236147482,-48.08340827914073,-57.16047254010701,-53.17414993750291,-51.10343467008137,32.983999999999995
7386,1107,653,-57.385820384912634,-51.433297360224856,-54.43532641218595,-57.038821910214224,-53.226206267849804,-56.72884349046136,37.077999999999996
7387,1060,696,-63.013337695030515,-51.92734036960108,-54.697039622320474,-54.82746322893597,-52.43801773853045,-64.47941975951976,39.04
7388,1030,753,-58.39480090990268,-52.81509453610476,-52.11378261101174,-61.35980490446059,-54.915123592520374,-52.41801772696323,41.769999999999996
7392,887,966,-51.193389514998074,-63.02452383656161,-60.58145870149089,-53.93721940440665,-47.10556103604395,-55.148799315440414,51.848
7394,803,1063,-56.64442726436833,-57.94403935791784,-54.13722834460224,-49.147905372607,-44.849990342866306,-62.67813678156372,56.362
7395,765,1114,-51.52218513062649,-56.1108496547773,-52.5754174066784,-71.92202278324298,-44.78605131681371,-61.46047997671951,58.760000000000005
7399,667,1351,-54.4429822205372,-55.680489915818086,-58.66938987104517,-78.73747848417447,-42.79278024788289,-59.57734088679775,70.218
7401,786,1399,-51.09886680757778,-61.180644966138416,-55.73614390897095,-51.331391819593854,-39.62306234584762,-57.098797886800114,73.09400000000001
7402,770,1336,-52.2299253988474,-59.57099424151542,-52.12783905030305,-51.56266461458494,-45.07578972633745,-57.17747365732394,69.88
7403,764,1272,-60.72822386341856,-57.44137014243604,-56.89989760887777,-56.99202531498961,-46.76094731546824,-66.1030127186742,66.656
7405,782,1145,-53.38701764537386,-57.28314872699451,-58.688666910929676,-49.02812590642193,-43.18287233440236,-52.3367946698372,60.378
7406,782,1081,-58.12578383726289,-54.864629664184896,-55.33796212857317,-50.59030663357197,-50.29801988973539,-51.595488809751046,57.178
7408,793,953,-62.76028923636521,-52.12039285236911,-55.33375209710197,-59.793512979500164,-50.66022232529566,-74.53026729418016,50.821999999999996
7409,774,892,-63.78927144354115,-49.989779512281004,-63.017857201251445,-50.06695815064285,-58.81214648666894,-53.40774157603789,47.696
7410,751,832,-51.19879174560617,-51.16444210142919,-56.856655632762354,-53.48959879600621,-55.4869304177717,-57.0553296040849,44.604
7413,642,673,-52.1084533500233,-54.015609184257336,-54.75976583125004,-49.70052011481508,-50.57304199732482,-57.892337450100975,36.217999999999996
7416,522,525,-47.47163812687599,-53.580991982150046,-52.11507585780186,-57.68896510645994,-53.82039054824744,-56.60419561203287,28.338
7423,538,125,-47.119232379256175,-53.69823207070853,-54.88731613132427,-57.548170583295075,-57.60107778425152,-56.986100622324685,8.402000000000001
7424,602,129,-61.63172225838791,-49.02948603804,-54.02669601763532,-58.512665369795414,-57.11525598601178,-61.278894219718595,8.858
7425,664,114,-58.21232405608535,-51.44377759384648,-56.536649901920846,-59.05148699254059,-55.54659675623343,-56.595851246866225,8.356
7429,653,279,-50.023303082257186,-52.311961485907936,-54.33576107938975,-57.99653299127465,-56.28419107044298,-55.759679954981756,16.561999999999998
7430,633,340,-48.95511472148074,-48.202086987962645,-58.556315499369646,-55.526530874785095,-60.090038281833785,-55.993316353883955,19.532
7432,593,462,-50.998454017314344,-57.320006631182736,-54.72377293882313,-50.73530750964815,-65.93226184271415,-55.749288363537914,25.472
7433,597,526,-51.24687782913643,-48.68764344162149,-74.9999607119621,-63.09590700313406,-52.49495446622808,-52.16441588661094,28.688000000000002
7435,626,651,-52.64569146005496,-54.92024051389572,-58.567158197738,-51.091441895679864,-51.782342728928384,-60.81937828750499,35.053999999999995
7436,634,715,-50.711121626873904,-50.2464906300548,-55.47268331381937,-60.355591772007585,-48.80068853216972,-54.69497566682739,38.286
7438,636,843,-49.29724031810749,-51.68791477479295,-64.61654702323577,-52.519156164609214,-56.40953908375573,-54.58039727918731,44.693999999999996
7439,648,906,-57.81771464029808,-53.664353804868526,-53.72428962607515,-50.256548890093995,-51.874979016809455,-65.88625963221381,47.891999999999996
7443,756,1138,-57.37511612867948,-56.16284668599189,-52.45679141871349,-52.48166059164758,-46.462863352968746,-52.051084296098615,59.924
7445,804,1257,-67.13175136815062,-52.40271003627654,-54.94802078176053,-51.69292325037024,-43.376473710255254,-54.27652194708533,66.066
7446,843,1309,-66.32190972091028,-59.33379401738648,-53.97016340378607,-56.71091163284345,-44.59843408365414,-54.555882480674725,68.822
7447,885,1357,-63.2773932421218,-59.54822624452953,-53.631496299892376,-58.70282295126631,-37.44864750118916,-57.699538048860305,71.39
7449,878,1381,-59.71224825485156,-62.77742096522964,-53.42480165133452,-49.34114216562385,-38.77080098588954,-64.42170881302198,72.562
7450,814,1378,-53.12283227847332,-57.19127642752952,-55.232062028607615,-49.862824040725535,-43.35226430780316,-57.875995425000056,72.156
7451,751,1368,-55.974560997915354,-54.06755896295765,-52.866210638680315,-57.8795715210498,-45.54512809763936,-56.45576323530808,71.40400000000001
7453,630,1324,-54.895815099501526,-57.1191315325565,-58.00880437887219,-60.612361331731336,-45.468125908928336,-64.20626322855436,68.72
7454,567,1309,-59.056049297431805,-55.92313220354508,-58.07586005159747,-56.08341862288502,-44.84511702125285,-56.70071449626909,67.718
7455,510,1281,-54.33100340057082,-80.54044697367266,-57.195031435376286,-43.57358416141115,-46.971435627630775,-54.46428998900566,66.09
7459,296,1139,-54.06680120066058,-52.29258344285529,-55.100499067343335,-47.726479621817404,-52.074704008990444,-54.95252234520339,58.134
7460,243,1102,-57.71240977520617,-57.20154863216651,-62.319240095289246,-52.36285290966865,-51.54638525550348,-54.17592146666034,56.072
7463,136,1087,-54.9768728005364,-50.75078215924069,-55.37668864563906,-51.48888193083829,-61.7779388732867,-53.15664929404519,54.894
7464,109,1145,-54.59993054753742,-57.26213883565421,-60.4630039404355,-50.17217187522084,-65.2747179199354,-58.61720952774772,57.686
7465,132,1085,-58.148872423337686,-56.70388501708007,-60.01041349153466,-53.159896691108756,-69.94723049550458,-56.1006972907165,54.778
7468,252,939,-51.5458441585545,-56.520463405801706,-66.23394751434708,-44.91485096805833,-50.068188400155705,-56.801090525350645,47.958000000000006
7469,303,899,-48.80024866050704,-52.32268693525146,-58.156864798312995,-48.78085967579972,-52.526942537397346,-55.74785500377973,46.162000000000006
7470,335,843,-47.426106806091674,-51.09280469210329,-54.97118558055401,-54.73606060707116,-52.48959782043357,-56.266938148413516,43.49
7472,348,716,-54.52556071001094,-54.36063365085995,-57.795446906024715,-49.25146955843273,-51.626820271473534,-55.88594003868482,37.192
7473,356,652,-48.8776625434449,-49.12867799317554,-57.34514202578037,-54.607991386625656,-59.90072051923674,-56.317152813904784,34.024
7475,415,538,-51.94249363373858,-56.44589276891293,-50.96332678202498,-61.267176334754595,-54.57642935917506,-61.69977571195025,28.56
7482,373,128,-43.49795368697889,-52.85607324561844,-56.69318598443648,-53.42171373263355,-54.128862546317926,-56.5895479678633,7.892
7484,483,146,-45.59633393926066,-49.405924679851324,-54.20981846291159,-51.74004392871832,-60.23755843461363,-56.374671099023566,9.232
7486,564,245,-45.30296296536001,-46.62498547236837,-61.38645881173312,-65.48013358297426,-62.39846588919012,-55.69444340305313,14.506
7487,609,291,-54.09525880595346,-45.11930471979731,-52.557869308995976,-52.84896984189687,-58.44850056207563,-58.84667004272349,16.986
7488,653,338,-51.755831064031845,-55.07808901285138,-57.879693127085346,-52.20759690159543,-56.27574018219529,-59.69414122285441,19.512
7491,765,492,-49.57807544582073,-48.18901769657657,-53.565480636368875,-53.578465078581644,-54.27511409976388,-56.75567711778157,27.66
7492,816,531,-50.36700477380787,-49.65862151016638,-70.93083339406381,-59.708020958620736,-58.94791013712456,-58.061326568466015,29.814
7493,871,564,-52.59818634048081,-47.48396325181008,-54.026008430347865,-53.772847381028825,-54.68417100013934,-54.856514883651144,31.683999999999997
7499,1238,649,-54.85552486675458,-55.406847251930614,-60.15826128296558,-52.32361063541026,-52.436550069976626,-52.88898888953156,37.402
7500,1296,678,-55.21933764721815,-49.91124793995344,-53.124150317994676,-73.66322299777256,-53.26358545684052,-84.35842984796372,39.083999999999996
7501,1356,701,-54.21423009219109,-51.68160631063968,-49.64855806518757,-55.7279545847048,-51.8844569752066,-56.13265271911097,40.474
7502,1418,718,-51.94312429334747,-59.153777892198335,-54.91492869771457,-56.46927125158243,-61.76073598718865,-49.819471672347404,41.571999999999996
7510,1833,885,-55.57637403564232,-55.25701297889814,-50.797643502271804,-55.43409590815198,-52.524624556446994,-54.69229326595041,51.582
7511,1819,947,-55.53426317183042,-63.761461060641295,-51.023899341331216,-58.6998082546313,-61.17916996102811,-50.14731044132511,54.626000000000005
7513,1778,1069,-56.477629856232134,-60.80005220413402,-52.08821459717327,-72.83671192278375,-50.668322071751106,-44.127828915946026,60.562000000000005
7514,1749,1126,-59.94414167423626,-56.539922292639545,-55.84634378507148,-52.67196299480616,-58.089110813052294,-42.44666588973373,63.296
7517,1640,1285,-62.33254542314701,-53.92924083766054,-51.29504259642658,-58.13786455514516,-59.75021292863285,-50.76656935462304,70.81
7518,1616,1345,-58.07206783787031,-52.214843655923254,-52.70131611875072,-52.88681637850469,-52.14220540872117,-44.542497042140866,73.714
7519,1575,1395,-59.72951974190552,-53.2765363517434,-58.060731722931145,-66.63202452241518,-53.85578976213033,-45.86449308082357,76.05
7520,1640,1395,-55.25212879510623,-52.171595036000625,-54.04409337649217,-65.98687288631156,-47.78360797378699,-42.629637947699976,76.31
7521,1576,1390,-62.909414171706274,-54.234516092595,-62.798479242976384,-59.53778775443989,-58.54258966347051,-53.582806066550994,75.804
7522,1512,1398,-56.495465530860926,-55.63238367021586,-51.18762495950419,-67.40890906845438,-56.23429517263681,-60.619237322257604,75.94800000000001
7523,1481,1342,-60.07705091047592,-57.798856496607485,-54.70910606216658,-59.04018459322592,-55.70620189208554,-45.70574357329597,73.024
7526,1396,1169,-52.7134149868623,-66.88056012092841,-52.38056312646072,-57.011509699403845,-51.269613254293,-52.80301245063997,64.034
7527,1368,1111,-53.75771975246714,-59.320757058273855,-53.85097352161597,-52.09713972314341,-45.174946445628805,-47.77094267743273,61.022
7528,1335,1056,-57.24261645476551,-58.73571475708108,-59.42280017142899,-50.35035765193736,-48.2098648153788,-53.308916623931744,58.14
7530,1256,955,-57.343399715455625,-51.03465864641687,-53.04850355944184,-59.2853372895944,-49.32405749249702,-50.243907957420646,52.774
7534,1146,723,-74.14968652494987,-50.000991444145754,-70.067573630345,-53.510505509025194,-50.34977165407189,-51.40345264189709,40.733999999999995
7535,1108,671,-65.56604689955397,-51.532452582723735,-51.85189712886141,-57.61023495294195,-56.205105210208544,-50.824177317773156,37.982
7537,1061,552,-60.20875353435973,-50.01266708697137,-54.12149619835535,-52.20500555258869,-53.54188551403652,-59.76085282314317,31.844
7538,1025,499,-54.98075129006551,-52.61013198224233,-58.41351169583724,-54.42075707734104,-56.65591580967317,-57.81252344753198,29.049999999999997
7539,993,443,-62.76564951238987,-47.50516260451738,-66.34830097454473,-55.45165187639629,-60.91656055826205,-56.48117492309641,26.122
7544,851,158,-53.947081995990885,-41.996252041872125,-57.780110989020706,-62.46684841299627,-61.95250727931713,-55.92956873760237,11.304
7545,812,107,-49.83359360061492,-41.23839286987493,-54.70584606220224,-52.71879687921014,-56.14878152218246,-54.68043978461118,8.597999999999999
7547,823,234,-56.21915205922461,-40.82980896935156,-54.0062991019104,-59.941752343259395,-61.635210787675206,-55.13183000475601,14.991999999999999
7548,846,294,-51.74594508971957,-45.848415427816164,-55.23185246675533,-53.01765560018108,-58.889091117916394,-54.2963501976879,18.084
7549,874,352,-49.54653313634502,-47.89234298491777,-56.23291764431846,-58.60921358185138,-64.42205200856432,-59.438827557365634,21.096
7552,1011,476,-52.799517861118886,-51.25806574570894,-53.09304136262236,-57.878776528693294,-56.81094365120081,-54.955408659807574,27.844
7553,1070,502,-60.785737516629354,-50.15035545683589,-53.634012429017815,-55.24881839222542,-54.423348193668986,-53.104962708957515,29.380000000000003
7554,1131,521,-59.78742665752124,-45.22184954392134,-58.09362387992298,-63.24512072110171,-59.46410664846229,-57.31879636140363,30.574
7556,1256,551,-72.91974165152779,-46.929179538714514,-50.70681678335292,-55.82584018722003,-51.52158611264893,-54.32731585835864,32.574
7562,1621,631,-56.516036975694774,-51.797199110577914,-51.72595188818454,-59.002623728165496,-58.804881607388936,-57.49148555080537,38.034
7563,1667,675,-55.94810375641795,-51.74718756243762,-56.250344825077946,-54.551382857753666,-50.08878619665359,-48.54778132656972,40.418
7565,1767,756,-60.459332771864766,-58.00392898449148,-48.718628219336594,-56.82948496377957,-56.143892575038656,-48.259312424157734,44.867999999999995
7567,1831,867,-60.84638649359336,-53.88800860545226,-50.34278893019942,-53.860449245811154,-53.77014620151974,-49.37302882713759,50.674
7568,1870,917,-57.00991268024581,-57.05293216682088,-50.33401084565706,-58.677255977818525,-57.908468235297505,-58.02843327203762,53.33
7569,1824,962,-55.95838872424143,-60.096954940790184,-58.144796526936204,-53.71248523292472,-54.360197302204355,-49.995692583758014,55.396
7571,1759,1072,-58.95060563257863,-57.149245691895736,-60.53106995551012,-68.40736178866099,-51.78054762560255,-44.2139516917442,60.636
7575,1614,1282,-57.510403128917815,-59.039956186443405,-64.44273430901484,-58.270890981975114,-47.46483865505138,-42.391286085347204,70.556
7576,1588,1341,-56.32838637251085,-51.79350631437949,-57.55909054081812,-55.611479735461025,-59.61542939222145,-50.753354094771936,73.402
7577,1562,1399,-56.36907891005494,-56.60322237088097,-56.55485641942918,-67.1227128176326,-51.624954791253465,-43.61887127698678,76.19800000000001
7578,1498,1393,-58.44162237052352,-64.31514932910582,-52.84599767187298,-58.59927279363446,-46.36072380151855,-59.09286417781365,75.64200000000001
7579,1555,1364,-64.2974066103679,-60.10132545773962,-52.85479765548093,-52.88277122550434,-52.504574714320135,-46.19988544193995,74.42
7580,1610,1332,-57.415091965263514,-52.1349467446909,-54.50453724525359,-56.94791665272011,-51.297877360725614,-44.486657623337386,73.03999999999999
7581,1659,1290,-57.362094507825574,-53.81412614320405,-56.15657547122946,-61.358060564696274,-53.60769624871469,-42.97559047949676,71.136
7585,1860,1132,-58.81711839133388,-52.71151592190394,-60.017306315390286,-55.77524545601493,-52.2758043362155,-50.8548930950112,64.04
