,x,y,ap1,ap2,ap3,ap4,ap5,ap6,label
4970,1747,1302,-59.55443886877772,-54.4515629849584,-55.40756596054477,-65.2626600575467,-58.63223598402466,-41.89573528945316,72.088
4972,1655,1392,-53.60417405042486,-51.57986322443886,-65.86615034662829,-58.849277695802286,-48.63744657561764,-49.64524076949297,76.22
4973,1591,1388,-60.33075339051068,-53.618545974164604,-52.260801742473014,-56.839117751436106,-59.129005440523876,-46.68247295181391,75.76400000000001
4974,1527,1381,-53.84099991753202,-59.33107856551618,-50.773460409752445,-56.81512417018891,-46.15554105596486,-47.89307066249067,75.158
4976,1402,1353,-60.397716143153644,-52.87427545204963,-66.14334679067335,-54.470339320060994,-44.27317004253429,-47.566752895766484,73.25800000000001
4977,1341,1333,-59.66194498394111,-58.3074347613907,-53.78429308457232,-68.89075106917721,-48.02125060125324,-48.66522645942088,72.01400000000001
4978,1277,1322,-56.62936905365643,-54.42323969843266,-59.01093145054999,-55.122653503662214,-44.1654593942756,-50.57055611494148,71.208
4980,1149,1318,-57.58619752141844,-67.5715372004381,-59.95679058240448,-55.47117195239303,-41.16986622552184,-51.460968789826964,70.49600000000001
4981,1085,1318,-55.38243008680442,-67.09130770940438,-52.63391218001593,-77.70493137213103,-38.590824212647775,-49.37835279398064,70.24000000000001
4982,1021,1307,-56.89502437237983,-59.948579206417506,-56.69658719917231,-53.709157143789206,-36.86190195318619,-53.933270191501855,69.434
4984,913,1239,-63.5416534057846,-55.8375315242435,-59.43562220557919,-52.94019439786404,-44.27470930625986,-61.40902545433359,65.602
4986,830,1142,-54.23287706512408,-61.9629450128141,-58.706310691305,-53.83484243043049,-44.60651446707854,-60.33181070002759,60.42
4987,797,1087,-58.73570248687999,-53.221990321735205,-51.75117951201501,-55.962231115994534,-47.86681638641865,-51.65590518891644,57.538000000000004
4988,753,1040,-63.86194341288524,-51.99532736287946,-54.825344026747786,-51.29812455494856,-49.283354742997226,-60.92257708526651,55.012
4990,666,945,-59.33260424304565,-61.92558831932895,-52.03679719988702,-52.60986891774475,-50.63453085073107,-54.14436496714261,49.914
4991,625,896,-56.65173868535525,-54.314960445377885,-58.24812391970256,-52.693253301792026,-51.107284603561794,-60.628380471800384,47.3
4992,584,847,-53.79742954391598,-53.158086218788974,-56.45115071126067,-52.93496650891469,-51.13773573145387,-64.07513338237143,44.686
4994,517,738,-60.98915868873628,-51.826452687641435,-52.62177471169474,-57.35057729003604,-52.2116820650096,-54.98817911508616,38.967999999999996
4995,496,677,-50.11934621833177,-55.516267858445275,-61.49554232686917,-52.84797827324661,-51.1927443904692,-58.60096519149488,35.834
5001,418,304,-51.01636873459695,-47.486318744372504,-55.62876196508222,-52.080447675568976,-61.0086808301609,-59.78488242222251,16.872
5002,401,242,-48.32491080882931,-54.44140358174393,-54.66329109080549,-57.4480161876583,-53.16268063707991,-55.982462279499444,13.704
5004,407,113,-45.71329232175198,-73.23912967542955,-56.91535655346581,-52.47965515912507,-55.46769951186083,-56.50847986423791,7.2780000000000005
5007,502,281,-55.99953101956083,-49.19226653377778,-68.44467877274185,-55.136033007204475,-62.270484558630415,-54.68868755301582,16.058
5008,539,334,-44.81449491498644,-48.309616614488235,-54.023656679477945,-76.1243947656341,-54.236320058532115,-58.88979376220696,18.855999999999998
5012,739,492,-54.524167705131894,-53.06303986398544,-55.93585030234749,-61.34465300908448,-51.80892379341309,-54.098803975821326,27.556
5013,779,543,-60.949444858258886,-50.14808216707627,-71.21500946032862,-62.314659120019,-51.432545194284636,-55.792024171224995,30.266
5015,839,656,-53.11878317060847,-47.28691409574122,-52.35088535578949,-63.233737486786566,-53.020733459356215,-54.387478294860216,36.156
5016,873,711,-66.27085336803022,-50.27057984341961,-70.46540449198625,-53.09222799442718,-52.15297346164252,-52.631821490996806,39.041999999999994
5017,913,761,-63.90931515125892,-53.18178514419855,-53.47089067030075,-63.20277564543291,-54.94627188475157,-53.23979265203724,41.702
5022,1000,1066,-55.769548741849526,-54.2026275144612,-55.769548741849526,-71.5181811232196,-45.664841732096626,-71.5181811232196,57.3
5023,1026,1125,-52.95809747836194,-71.99460907678943,-55.75895555425631,-59.87125403473628,-46.905001360674625,-49.641032153612194,60.354
5025,1080,1241,-59.245473656311674,-60.72931957512098,-58.37094757135006,-71.77324588251146,-41.68728371950327,-51.946345397828836,66.37
5026,1103,1301,-55.36241262486471,-62.07019956829397,-50.123689812763274,-59.529809971874094,-40.396810941977954,-58.504988557760555,69.462
5027,1138,1355,-52.4785472844341,-60.76290735655647,-59.19023847646294,-59.624311901773126,-40.890252184088745,-62.74970282175498,72.30199999999999
5028,1075,1363,-62.89638820259738,-63.64612706380838,-54.70461738978329,-55.511352520961225,-34.009039508143815,-50.33647417846338,72.45
5029,1011,1353,-61.585062247864,-58.408298631576365,-57.876915154351636,-52.67730056864022,-30.060207081157355,-51.64191705967332,71.694
5031,883,1357,-68.50662066585181,-61.58024455907368,-53.85898648556174,-56.37221485677913,-36.40996521990684,-55.988437176750914,71.38199999999999
5032,827,1388,-57.10827680052573,-57.61031646364177,-57.27097025368468,-49.09601169945159,-43.230353820634484,-55.4521139896309,72.708
5033,813,1326,-59.444614182471234,-56.46745570988605,-58.70700140223797,-52.06967436838496,-39.20022680036048,-54.44240586150539,69.55199999999999
5034,784,1268,-71.10162909994922,-52.74415347538765,-61.17947550039719,-58.45983949456886,-41.05665825621004,-60.0276368056668,66.536
5036,756,1144,-55.84903003022706,-56.058701721996584,-54.40800827921944,-51.08354711492126,-47.65330371302598,-51.423569264211615,60.224000000000004
5037,765,1080,-56.03492797837195,-56.81994048756742,-55.816844707518726,-49.94091064416642,-49.10989821352587,-50.762552196198925,57.06
5039,796,956,-63.66680615791023,-53.62788402702534,-57.05344359745894,-54.49846238457148,-56.679794521237014,-74.31138553347525,50.983999999999995
5040,816,895,-51.40164826240878,-50.88825263266745,-59.79882597292689,-52.11398913574064,-48.73443569582343,-53.984735823822625,48.014
5041,835,833,-73.1971848371251,-51.82977215827367,-53.82350707717799,-58.21601080766091,-49.434355317935655,-52.08508428948271,44.989999999999995
5043,867,709,-62.6945683938914,-49.657249744915575,-74.88979177405378,-53.291498862185364,-53.531333635131055,-52.032448724877476,38.918000000000006
5044,881,647,-54.199703095754,-50.93705287645478,-52.3451052837388,-60.00994118150798,-57.67151478900467,-55.519674478747675,35.874
5049,999,350,-53.359850055138025,-45.541670120300246,-53.70458224087986,-58.57267956792137,-61.54692769043207,-58.29109879340257,21.496
5050,1023,291,-56.5829003926103,-43.53375242703011,-56.6078118708313,-53.92770776744481,-58.60234453685255,-57.15828158203039,18.642
5051,1061,239,-54.04140390579749,-38.587631368042715,-51.69405287645255,-53.96284076238487,-65.326586481212,-58.79393109059287,16.194
5053,1111,122,-68.12746747187587,-37.482378720250495,-51.31698515999419,-57.90341127641797,-56.04635261430651,-65.81550311533331,10.544
5054,1047,113,-60.56508673774171,-28.76601090777159,-58.172485579842636,-61.2636406608551,-65.01418335367553,-51.30912094744913,9.838000000000001
5055,983,116,-64.63164976878613,-22.709043405675477,-59.557220538125094,-52.76394162562071,-55.07518631934872,-55.726379175623755,9.732
5056,919,115,-56.492214761051756,-34.598291017303566,-59.549087949201926,-58.347997061706316,-55.62863563680573,-57.6168565954369,9.426
5057,855,126,-49.92052266057706,-38.557615679068114,-58.4044118697293,-58.39320150634097,-62.89425148630096,-58.22409226543837,9.719999999999999
5058,791,125,-54.60505626041175,-40.8669234130193,-58.43531496252977,-54.93459908922853,-52.73689773998393,-57.88459428892847,9.414
5066,293,152,-38.635692382538,-49.88362742666013,-56.61768625870711,-55.18697859386063,-59.12239435177148,-62.51690708404591,8.772
5067,235,125,-41.95001146199729,-47.612294651219756,-58.153732513015854,-55.30997294343423,-58.338349251411124,-62.2913321006687,7.1899999999999995
5072,230,331,-47.538860160432456,-53.86024967235075,-59.57622997064658,-55.0769705777694,-58.62229635382939,-66.46675705431434,17.470000000000002
5075,369,463,-49.02315066980152,-50.118917637667096,-53.10658340442795,-53.27315336093072,-60.110620833665635,-66.98386165706437,24.625999999999998
5076,403,518,-55.99543296349482,-51.044322421105015,-56.6484950764385,-53.324277360000664,-52.55110916499336,-59.212477838397916,27.512
5082,509,885,-49.00393057551297,-82.71085131976483,-58.40552894668334,-50.664646720849895,-48.23118668403657,-52.0439926946975,46.286
5083,529,946,-51.743581076342736,-50.84780030485164,-77.8684767345878,-52.232214100449674,-53.13138521011658,-64.01076517329976,49.416
5085,570,1068,-57.9213954073162,-55.18226012921511,-56.509735432984954,-49.01917797293905,-51.659287647612004,-55.08165506783887,55.68
5086,603,1123,-59.392549860367545,-62.3574555397946,-58.35078340775728,-45.601231831528494,-52.083022748047085,-51.92293356724914,58.562
5088,659,1239,-56.23572154246812,-54.758139378055276,-53.8498045705801,-47.358514429827764,-44.76491536213905,-61.826010639563464,64.586
5091,628,1324,-56.58577455438169,-54.37455138182951,-57.054349190854325,-63.10970046072586,-45.6756129902217,-60.07450535590526,68.712
5092,570,1296,-60.83169043456395,-60.23391023772349,-54.67702223875797,-48.741511502927615,-47.072548762522885,-56.162540702491135,67.08
5093,515,1263,-52.84049274189165,-57.24456909918243,-56.55838724404756,-46.08337289966051,-54.2035202317092,-55.42758143267293,65.21
5096,355,1155,-60.299978631405125,-61.66616716884147,-53.50263900502601,-50.5815386806399,-49.99546726610628,-53.27276251621524,59.17
5097,295,1132,-54.72898142688961,-52.233072778276394,-54.617385528297675,-45.34857277005811,-49.73865578667704,-52.22853856064437,57.78
5098,231,1127,-54.50922168416605,-56.2201638630621,-70.15776306728891,-51.94514282994526,-56.67906264032209,-54.14468090664119,57.274
5099,167,1119,-57.136658404580146,-54.37614325003623,-62.46261257583639,-48.242357955346414,-50.57946283319347,-54.029293357730765,56.618
5100,103,1123,-55.00374390314398,-51.83844513118536,-57.539671530066244,-43.80529155118158,-61.185037848286456,-54.58498602169625,56.562
5101,155,1161,-54.45677337261449,-68.93040016455005,-60.19907622285827,-41.65450302777014,-67.688186414935,-71.67543564485273,58.669999999999995
5104,252,1326,-66.52272976598849,-56.15060359032684,-64.20881904501978,-37.636001488940316,-50.199592031601966,-56.7194054887334,67.30799999999999
5105,301,1367,-53.54642316304523,-56.10378001593118,-66.72016261822417,-40.65639430661365,-70.16565077608026,-56.170478405299605,69.55399999999999
5106,238,1356,-57.70974235799169,-56.51589212248777,-77.28674891342413,-39.62160750610073,-60.86759294596429,-54.47018678913355,68.752
5108,110,1346,-53.99194415579448,-59.013539994238855,-59.20019804184577,-32.492213179030635,-49.382093313164944,-56.22096156238999,67.74
5109,169,1321,-61.31301424186846,-53.31908561687857,-64.22647947850832,-36.26492383433199,-51.8244854207994,-57.95295754957574,66.726
5111,287,1268,-53.94543399019347,-59.23549706656071,-60.052989876198225,-42.863380233123074,-55.80266333480604,-60.798641110126,64.548
5112,345,1242,-50.399051986973625,-61.01336212898913,-59.11765907691611,-42.41655905814085,-52.482835221600645,-57.2832613260789,63.480000000000004
5115,508,1142,-65.48184344865776,-54.79266107248425,-58.17295107352628,-46.00053062296509,-51.506118409286614,-56.60946710295889,59.132000000000005
5116,542,1087,-52.677322141403415,-53.88649304587878,-60.00483946341018,-50.968958782385236,-48.935415798360154,-51.884618716498636,56.518
5119,623,913,-55.58864811901783,-53.58147147033868,-59.34247317272832,-50.25427680923183,-48.18416707905246,-59.84834147499204,48.141999999999996
5120,653,856,-50.000498053444346,-53.52164247060796,-66.7812300949703,-51.82944338708744,-57.9146707263807,-57.03740854076659,45.412
5128,666,350,-50.13445862459772,-44.10126682026625,-54.48185261138378,-51.29783032440195,-51.94106742474378,-56.05097258398609,20.164
5129,660,286,-48.37351640808855,-51.46409547071369,-55.70063812818816,-55.37673908996011,-54.208745694492926,-56.45921037420622,16.94
5131,619,165,-49.77202528741549,-49.20381957580415,-63.18155847604804,-63.26674293083876,-51.74271822976317,-56.903664231609746,10.725999999999999
5132,597,104,-49.23855095555851,-49.47932532204483,-55.02448437020797,-54.45502677803755,-63.19945373455697,-61.64815635702833,7.588
5133,643,149,-55.08226940738902,-55.422046963810146,-58.184472445231,-58.78283048632167,-55.67527958091066,-55.48080612365176,10.022
5139,834,479,-49.545374794647124,-51.32851024147401,-55.37422755561253,-59.849199907220466,-57.60651430628461,-60.4820938836893,27.285999999999998
5140,875,529,-55.487448208841535,-46.71749406631441,-61.528232053753115,-53.49123426293712,-58.80273888370609,-62.477646731120544,29.95
5143,986,686,-52.64912724419713,-56.69053827791068,-53.38551802170164,-61.373943370874514,-53.70418448656136,-57.5494842419881,38.244
5144,1018,742,-62.49138358389155,-57.06552406283777,-52.82047542716336,-57.97010126933604,-53.42190138735973,-51.61766931439879,41.172000000000004
5146,1097,842,-53.762764910026,-57.21311239818772,-51.60249652649003,-62.123407937668645,-51.262085681713174,-54.70763959119667,46.488
5147,1125,900,-56.69735777273786,-54.381538536590654,-64.02592102743714,-62.06637230494309,-51.09870403335031,-55.902001922461736,49.5
5148,1126,964,-60.91263558108659,-56.85636407307367,-55.225733613397466,-58.701647357369126,-46.32621348070672,-55.61003431688501,52.704
5150,1129,1093,-60.15463695709367,-61.56777682348209,-54.46188793703981,-58.935270693311224,-45.04727348810917,-49.82954431962993,59.166
5151,1143,1156,-55.321333573491025,-55.32907616799832,-58.716440670205714,-61.43595739283364,-45.691605551512026,-48.12278199755836,62.372
5153,1167,1282,-55.75419685752462,-58.98011020263012,-61.4773100821898,-62.17128778326128,-38.953684659619235,-51.379106939468066,68.768
5155,1118,1367,-54.932603711758304,-57.68638406032777,-58.346670310405514,-57.919103626597064,-39.74204078265263,-51.29428768620783,72.82199999999999
5156,1057,1387,-59.54797131633523,-65.66530096308581,-52.36723697507629,-59.95095977459481,-32.30827852930446,-55.13428874667997,73.57799999999999
5157,994,1399,-51.518275829073154,-58.01448058110068,-54.30728611558205,-55.11521466676457,-11.357736044642984,-57.03480443852955,73.926
5158,1028,1345,-57.373307488437355,-58.30878289693387,-60.617056681606144,-52.7361067950922,-30.84335904396381,-55.55380971924352,71.362
5159,1066,1292,-55.39520598519311,-57.61945412849782,-53.00435108895521,-55.172614336527474,-39.346518376651076,-60.59020485549222,68.86399999999999
5161,1063,1167,-52.11108202249382,-56.96775070700485,-53.79543452180258,-53.87350056865735,-42.63457648468417,-54.9784970690564,62.602000000000004
5162,1028,1112,-53.39253357506317,-57.862981346005,-58.10076970994573,-53.128588887997175,-49.76925068562923,-49.548723349285815,59.712
5167,751,956,-56.531339127939816,-49.887577303562615,-56.85846735461887,-51.979868006443866,-48.105245191980536,-64.42214095345112,50.803999999999995
5169,629,917,-55.063639077034104,-55.86080401294132,-53.24932245581307,-50.22063079414437,-49.80989428004432,-56.1360016944304,48.366
5170,570,893,-51.211000341632875,-50.52012613095065,-59.346153213004136,-54.174603539291546,-53.026184068202284,-56.91862588045663,46.93
5171,507,878,-50.8809008649136,-65.35963266941555,-54.87407428430216,-50.8548742219185,-49.73545818608231,-54.71014457316416,45.928
5173,380,858,-52.75111876995357,-56.678317194116794,-56.371200012374665,-52.62244275035698,-49.35331217786128,-54.791956147396746,44.42
5174,316,853,-51.62995853838759,-55.90642091562628,-54.71516122281884,-63.30637310701654,-70.42158050194082,-56.87531731873293,43.914
5175,252,851,-58.97942429519315,-70.13424925982403,-52.98524303824014,-45.4003398167366,-52.7555086251736,-60.477780201635625,43.558
5177,126,876,-50.28685058694415,-58.822020073760626,-60.67252922786162,-50.16788692991736,-57.61074834461966,-53.91329183725003,44.303999999999995
5190,110,135,-27.903740806662523,-49.82856898505226,-56.933196116204094,-53.579936570536546,-57.21530237296086,-58.127486610810415,7.19
5193,264,245,-46.59821273859091,-61.757283228853495,-56.1810543943523,-54.010277738179965,-54.86460981484715,-57.844274757392625,13.306000000000001
5194,306,293,-45.390768787556425,-52.31805744652899,-59.47231274445268,-58.55690026028068,-54.74318288349119,-56.88028037515548,15.874
5195,347,343,-52.428991689597815,-48.84427272129766,-54.57313716027148,-61.82728842957172,-56.995281116378806,-51.85869019881287,18.537999999999997
5199,534,514,-51.41019180028575,-51.77106116734766,-51.67726901716247,-53.94728718602486,-50.676130686236895,-56.86080518439377,27.836
5200,596,532,-51.647069394642756,-53.20608819256787,-60.65040751447354,-56.484180743712564,-56.199068629902726,-54.52051696474236,28.984
5201,659,545,-50.78828788636138,-47.14245557766687,-51.777391552277535,-58.27385105331055,-56.07959681592875,-55.47741751480164,29.886
5203,787,547,-57.99455265065896,-51.88379250983549,-68.60898465298531,-58.54136658800105,-52.365662618531246,-55.057216060787695,30.498
5204,850,533,-50.64201521901809,-46.6660151277867,-64.72177120826052,-61.30451926379469,-59.171517989829695,-56.35068536369519,30.049999999999997
5205,912,550,-56.23711637047711,-47.827876594518635,-57.07269692737331,-58.02061995063124,-66.9889958359126,-54.44806667727153,31.148
5207,1039,569,-57.023714929542706,-51.25993804834073,-53.23307468076699,-56.088466726033474,-56.592190077104895,-59.947068132651054,32.606
5211,1280,649,-54.16558168445549,-50.01070091356585,-48.53303602592618,-56.52015162127835,-55.994244937281636,-62.544310318064774,37.57
5212,1330,689,-54.8392433253194,-49.61971678023454,-56.03385930400254,-58.086239551742466,-51.60283566801401,-60.118316638476216,39.77
5213,1376,734,-59.79188889147126,-53.56407265681013,-55.26669999524621,-54.48485449537297,-49.785376130927695,-59.43325368292811,42.204
5216,1511,872,-54.881837549131504,-59.08844624586698,-50.38785724514075,-53.28905702267265,-48.563729238835585,-49.213363929431836,49.644
5217,1566,905,-53.403163926956864,-53.49242211561869,-56.65941618993596,-64.82859491813377,-50.959020045129435,-50.0629136399619,51.514
5218,1621,937,-54.18162218089886,-54.81626415132307,-51.62386180283937,-53.893036778167996,-49.627539659687216,-52.33097599599183,53.334
5222,1850,1043,-55.50461842767059,-52.83170809535158,-55.74686466233948,-58.810333650769905,-51.040648792867174,-58.872561956424995,59.55
5223,1787,1030,-53.613492739134365,-54.04397511256637,-55.45214497999246,-52.705585183222546,-59.41883062416135,-46.37709378006021,58.647999999999996
5226,1597,1039,-59.34876229412118,-74.64659804846056,-52.55147585436988,-52.97155748044736,-54.676330593875335,-49.237518313918855,58.338
5227,1534,1050,-51.99588233771121,-55.53366340214651,-61.397018707354505,-55.49082652156022,-49.318506206310076,-47.55729498995585,58.636
5229,1408,1052,-62.21200137994093,-57.06644850671961,-50.5794286812823,-59.487515212295406,-49.00824972340806,-48.75394717818062,58.232
5230,1344,1049,-57.537824715940516,-61.72689367283414,-60.83078761346438,-51.61847033270564,-48.02316487843284,-57.039978841055984,57.826
5231,1281,1033,-56.447763898924634,-52.609587558291075,-52.9264951638961,-56.48039289226867,-46.73266446990149,-48.53676498401277,56.774
5238,843,948,-56.57705630315276,-53.53653484995702,-58.339142956515474,-52.29508296265599,-48.1121202808077,-57.90001200872915,50.772
5239,781,930,-62.60141658538545,-52.933725457173225,-60.12312600661153,-53.14102932659996,-56.428823011221766,-60.26145343487393,49.624
5244,509,764,-53.17563151189024,-50.84767241489815,-51.3711808768074,-57.40579240054977,-51.8626064604659,-53.361925733711864,40.236000000000004
5246,398,701,-49.65362600709077,-53.597784985143555,-54.991689168003504,-57.61225561052135,-57.81712092774211,-53.24697034900241,36.641999999999996
5247,337,683,-62.7391471503733,-51.18257680441283,-52.69535244452696,-50.48352579088344,-51.76085549940055,-53.68550932952398,35.498
5248,275,665,-55.75513253954897,-58.97431667432752,-57.00173427605886,-46.975797119038056,-59.87055872619926,-56.61577350804205,34.35
5252,244,512,-47.37481129833611,-70.05851548410587,-57.28630461246644,-54.275857876573745,-58.94792283762478,-55.11101672115174,26.576
5253,295,472,-47.46021935788285,-57.65916129057995,-52.90986568426742,-53.74939438433954,-58.759930835725804,-60.028413341017554,24.78
5254,344,431,-46.31315183353641,-52.87141979404126,-55.20422194355685,-53.475405868039836,-55.967967304493655,-64.36838373949489,22.926000000000002
5257,501,321,-48.858755511615556,-47.471661932652324,-51.30991509185214,-59.3707860896814,-54.861571026936964,-57.18498169143636,18.054000000000002
5258,545,275,-46.452724803546275,-50.61434203861387,-73.04355876179892,-67.82357641035397,-59.90430316386261,-53.228493303589765,15.93
5259,592,231,-47.13053254313703,-45.04642217020554,-53.51071758986187,-67.22740381719942,-60.64410922656198,-61.30495742818867,13.918000000000001
5262,734,101,-49.36327987382291,-40.33481385092741,-53.488002412945654,-54.27980681454216,-57.74417466338633,-52.98892888323627,7.986
5268,731,483,-53.77364916615896,-50.15741679960591,-56.60202807875657,-59.100708656416366,-52.80529030241753,-55.31708438095122,27.073999999999998
5269,732,547,-49.149450725069734,-48.725012311106575,-59.77486819240826,-52.68586559381131,-52.22609886789521,-59.495727417408105,30.278000000000002
5271,749,674,-51.9798943337029,-56.90312256101967,-57.24679669294079,-51.44310177592171,-51.661809008866975,-60.155626424291825,36.696000000000005
5272,768,736,-55.07798938181278,-51.720729797194224,-53.017096736948226,-70.72092842803863,-51.9223014039948,-66.089706750095,39.872
5274,787,862,-53.02926650224454,-52.342006015809766,-53.31536943368893,-61.259970141213344,-52.25778363001069,-57.68749355432938,46.248000000000005
5275,801,924,-63.50861112462779,-53.42321205048855,-59.148065639196055,-55.507736488953796,-53.8332960456559,-55.0927522183195,49.404
5277,826,1050,-54.145397013061974,-52.736424490221694,-52.98981028839744,-52.46567812807576,-51.0823001374817,-56.77983442092906,55.804
5278,830,1115,-57.33506953121774,-67.38466763241182,-55.079237169728714,-51.16133775707532,-42.6462323359171,-54.065944762583406,59.07
5280,867,1238,-51.38012707166411,-57.981814468216015,-52.7093576472096,-55.36583038870944,-42.359792400155186,-58.23601808527857,65.368
5281,869,1302,-53.22482037591811,-63.354889059260415,-55.29814703327517,-58.6721582681803,-40.655165783687046,-62.83670917492506,68.576
5282,889,1363,-62.81691180494941,-59.25395424329632,-53.50586972466122,-52.276720240392436,-35.79179538898396,-55.57029680996355,71.706
5283,852,1311,-56.970453974286286,-60.71681377779721,-56.54406482770287,-54.40900515830812,-40.148645944766706,-59.54668283787623,68.958
5284,812,1260,-65.55564068015673,-70.89704016985257,-56.111391862053814,-58.18761841723821,-42.161565680662356,-54.14576165500528,66.248
5286,754,1147,-60.74124869227562,-52.76410455797473,-53.56338339397911,-49.237402250694416,-47.41881789039703,-50.72983568089902,60.366
5290,596,945,-54.97475712329241,-55.04316673134606,-52.630018628352,-53.19308272566603,-55.35214621615641,-54.544822609602896,49.634
5291,569,887,-51.584336460533954,-51.38610653781117,-59.72824611301583,-52.546182318456054,-52.16230971328379,-53.34420675913934,46.626000000000005
5294,484,714,-57.07470670107482,-57.07041864135695,-60.00696135739764,-51.685165439081516,-52.151964446870664,-52.152731770968316,37.636
5297,388,549,-48.602179140086896,-50.41916599195642,-50.508771479473545,-50.1174552388735,-52.93118987327924,-52.93962606890779,29.002
5298,370,487,-55.867961586218414,-50.8808280578028,-57.597783686384574,-57.54325425992482,-58.563384531489085,-67.15094158861022,25.830000000000002
5300,331,366,-42.235070715974544,-52.12376583741849,-53.868909418954644,-53.03310462685829,-54.42958473525978,-53.23782609102444,19.624000000000002
5301,319,302,-45.06725291828814,-49.77018573904243,-61.37665970595167,-54.169297843827295,-60.07778942128226,-59.29824600183291,16.376
5302,310,239,-40.74631300646904,-53.28467041422322,-53.223869164501025,-62.639270570383516,-62.60033712270216,-57.89850396534797,13.19
5304,293,112,-40.97844286758136,-48.12763261874374,-71.96558623305499,-52.34426170839663,-54.78633376398268,-57.706818473198986,6.771999999999999
5305,357,103,-42.31616098049518,-49.369678158098374,-61.7532410748572,-57.30754835251748,-54.25144971117441,-64.20189330808748,6.578
5306,318,154,-43.81952153252763,-48.82413165556859,-56.04207944064869,-61.58446379487452,-56.091058180032284,-55.43847244744494,8.972
5308,237,254,-43.607849124652844,-56.24595236263323,-54.585530622414744,-59.375885691119635,-53.36241604937781,-55.50071831785871,13.648
5310,157,354,-46.56752596277053,-54.14855865981942,-67.84090972841652,-55.377061397312104,-60.06879112533123,-75.04778105522126,18.328
5312,163,462,-46.71004658271903,-51.33837042750942,-57.97548706736191,-56.97576425312075,-55.955775408271535,-56.443134947393304,23.752000000000002
5314,263,543,-48.298851638967044,-51.43932757788744,-65.57840027406881,-53.12169972410915,-54.52728417828003,-54.76465601904632,28.201999999999998
5316,357,631,-52.177521526700765,-58.113944454514986,-64.6352246808146,-52.157090865085706,-59.11538906276431,-60.00212428715655,32.978
5317,417,654,-47.67966061264049,-57.18228254047284,-56.090391572802226,-55.70450680202691,-54.53098654706405,-60.914045193981494,34.368
5319,516,735,-57.62752455567576,-50.452299365396414,-54.064099857317515,-57.592996548259876,-49.58246081809633,-52.0395516325155,38.814
5321,581,846,-55.591032500127156,-50.49140788526464,-59.39719604847761,-52.1479496618812,-50.061312194934644,-68.06439878402506,44.623999999999995
5322,597,908,-54.90956958745828,-51.69196077983243,-62.20132548729565,-51.36599308964705,-52.53890435477337,-55.29947562288325,47.788
5324,611,1035,-52.89929903479302,-61.1094646407782,-65.83645343559331,-48.48428295571422,-48.541265981718105,-52.07026364761398,54.194
5325,629,1097,-54.27735846582415,-58.86788734437233,-55.528707485673024,-46.89533596228052,-48.92556105271008,-53.36708091333691,57.366
5326,640,1160,-53.37446915754819,-54.528816248049154,-56.03237800916809,-51.39378641703252,-50.85838362652834,-57.49247499037665,60.56
5328,630,1288,-52.141549399806294,-55.10218579486154,-56.54586337199953,-51.134637434250926,-49.477320956316376,-52.39957242572109,66.92
5329,625,1352,-68.1339451166243,-53.98915928713276,-53.995663193358766,-52.82923941519805,-46.48624937755679,-55.952318643532486,70.1
5330,563,1369,-55.322810854957886,-57.35146929384496,-57.66509082384996,-47.95168857615141,-44.64411781852617,-56.41421097116273,70.702
5331,500,1381,-55.23192576224487,-59.722937329725525,-56.55225260435509,-46.11778003698741,-48.09366401908171,-58.41670423455814,71.05
5333,373,1368,-51.35958122435512,-52.970600534726714,-55.09986317838697,-44.62809105527227,-50.44208092281268,-54.72691567182252,69.89200000000001
5334,309,1359,-55.537702770351025,-54.18877542633524,-64.97829686494612,-40.10840926051586,-53.184311848808356,-52.40493343765333,69.186
5335,245,1353,-73.61659157219016,-58.50500372137602,-61.004474291523124,-38.30067309156953,-71.6726555372556,-53.50202617461382,68.63000000000001
5337,118,1338,-56.694886542067444,-58.64768972319649,-63.322918989706,-33.667982526588524,-56.14871335692216,-57.08820400275856,67.372
5338,168,1378,-67.98383563698526,-52.195528312676785,-57.84890954517857,-33.798021614689134,-51.069689108049445,-61.09467728237247,69.572
5340,255,1284,-54.61088960957692,-58.7156807883578,-57.81434670576211,-39.19369231334497,-46.71039998889644,-76.54195784117353,65.22
5342,307,1166,-54.783067044586204,-56.876342945537395,-56.38089102226897,-41.886189352579365,-56.504972228634145,-58.36262756888988,59.528
5343,336,1109,-60.52401764368378,-56.52905807598681,-54.277722505624375,-48.62584249157503,-52.24406858883542,-62.13585684031442,56.794000000000004
5344,358,1049,-50.22128237619992,-58.14050219007953,-78.93194882964731,-47.57782853669155,-55.639545105968864,-53.15212313427573,53.882000000000005
5346,372,923,-49.067657646277766,-56.43633955032691,-54.18199594953222,-49.62042415849993,-53.828222615758975,-52.06294996271935,47.638
5347,383,859,-54.364100479999195,-63.64436401593251,-56.531360461905365,-50.302625167006056,-50.915861663688645,-60.330146387873725,44.482
5349,358,733,-62.86376218598508,-57.313612061146266,-60.44008048649894,-49.009536188238826,-56.00702993377375,-65.1119488421847,38.082
5350,340,672,-56.47783232798106,-53.60783593894795,-56.26526619282263,-48.44177028167067,-50.91049355573055,-53.16693300644222,34.96
5353,231,514,-43.04232867213548,-63.151100128848185,-55.00892217038221,-68.09283685706583,-52.69510605191502,-56.9289967009469,26.624
5356,132,349,-48.33018185113818,-56.15857351416069,-66.71942734374069,-58.27171081466973,-55.14670549940578,-58.28024225776119,17.977999999999998
